Gene Symbol,technical_prompt,uniprot_prompt
ACTL6A,HeLa cells with ACTL6A knockdown showing high migration (distance),"ACTL6A normally functions as Involved in transcriptional activation and repression of select genes by chromatin remodeling (alteration of DNA-nucleosome topology). Component of SWI/SNF chromatin remodeling complexes that carry out key enzymatic activities, changing chromatin structure by altering DNA-histone contacts within a nucleosome in an ATP-dependent manner. Required for maximal ATPase activity of SMARCA4/BRG1/BAF190A and for association of the SMARCA4/BRG1/BAF190A containing remodeling complex BAF with chromatin/nuclear matrix. Belongs to the neural progenitors-specific chromatin remodeling complex (npBAF complex) and is required for the proliferation of neural progenitors. During neural development a switch from a stem/progenitor to a postmitotic chromatin remodeling mechanism occurs as neurons exit the cell cycle and become committed to their adult state. The transition from proliferating neural stem/progenitor cells to postmitotic neurons requires a switch in subunit composition of the npBAF and nBAF complexes. As neural progenitors exit mitosis and differentiate into neurons, npBAF complexes which contain ACTL6A/BAF53A and PHF10/BAF45A, are exchanged for homologous alternative ACTL6B/BAF53B and DPF1/BAF45B or DPF3/BAF45C subunits in neuron-specific complexes (nBAF). The npBAF complex is essential for the self-renewal/proliferative capacity of the multipotent neural stem cells. The nBAF complex along with CREST plays a role regulating the activity of genes essential for dendrite growth (PubMed:17640523). Component of the NuA4 histone acetyltransferase (HAT) complex which is involved in transcriptional activation of select genes principally by acetylation of nucleosomal histones H4 and H2A. This modification may both alter nucleosome - DNA interactions and promote interaction of the modified histones with other proteins which positively regulate transcription. This complex may be required for the activation of transcriptional programs associated with oncogene and proto-oncogene mediated growth induction, tumor suppressor mediated growth arrest and replicative senescence, apoptosis, and DNA repair. NuA4 may also play a direct role in DNA repair when recruited to sites of DNA damage. Putative core component of the chromatin remodeling INO80 complex which is involved in transcriptional regulation, DNA replication and probably DNA repair (By similarity)"
ACYP2,HeLa cells with ACYP2 knockdown showing high migration (distance),ACYP2 normally functions as Its physiological role is not yet clear
ADCK1,HeLa cells with ADCK1 knockdown showing high migration (distance) and migration (speed),"ADCK1 normally functions as Appears to be essential for maintaining mitochondrial cristae formation and mitochondrial function by acting via YME1L1 in a kinase-independent manner to regulate essential mitochondrial structural proteins OPA1 and IMMT (By similarity). The action of this enzyme is not yet clear. It is not known if it has protein kinase activity and what type of substrate it would phosphorylate (Ser, Thr or Tyr) (Probable)"
ALDH16A1,HeLa cells with ALDH16A1 knockdown showing high migration (distance),
ALKBH1,HeLa cells with ALKBH1 knockdown showing low migration (distance),"ALKBH1 normally functions as Dioxygenase that acts as on nucleic acids, such as DNA and tRNA (PubMed:27027282, PubMed:27745969). Requires molecular oxygen, alpha-ketoglutarate and iron (PubMed:27027282). A number of activities have been described for this dioxygenase, but recent results suggest that it mainly acts as on tRNAs and mediates their demethylation or oxidation depending on the context and subcellular compartment (By similarity). Mainly acts as a tRNA demethylase by removing N(1)-methyladenine from various tRNAs, with a preference for N(1)-methyladenine at position 58 (m1A58) present on a stem loop structure of tRNAs (PubMed:27745969). Acts as a regulator of translation initiation and elongation in response to glucose deprivation: regulates both translation initiation, by mediating demethylation of tRNA(Met), and translation elongation, N(1)-methyladenine-containing tRNAs being preferentially recruited to polysomes to promote translation elongation (By similarity). In mitochondrion, specifically interacts with mt-tRNA(Met) and mediates oxidation of mt-tRNA(Met) methylated at cytosine(34) to form 5-formylcytosine (f(5)c) at this position (By similarity). mt-tRNA(Met) containing the f(5)c modification at the wobble position enables recognition of the AUA codon in addition to the AUG codon, expanding codon recognition in mitochondrial translation (By similarity). Specifically demethylates DNA methylated on the 6th position of adenine (N(6)-methyladenosine) DNA (PubMed:27027282). N(6)-methyladenosine (m6A) DNA is present at some L1 elements in embryonic stem cells and probably promotes their silencing (PubMed:27027282). Demethylates mRNAs containing N(3)-methylcytidine modification (By similarity). Also able to repair alkylated single-stranded DNA by oxidative demethylation, but with low activity (By similarity). Also has DNA lyase activity and introduces double-stranded breaks at abasic sites: cleaves both single-stranded DNA and double-stranded DNA at abasic sites, with the greatest activity towards double-stranded DNA with two abasic sites (By similarity). DNA lyase activity does not require alpha-ketboglutarate and iron and leads to the formation of an irreversible covalent protein-DNA adduct with the 5' DNA product (By similarity). DNA lyase activity is not required during base excision repair and class switch recombination of the immunoglobulin heavy chain during B lymphocyte activation (PubMed:23825659). May play a role in placental trophoblast lineage differentiation (PubMed:18163532)"
ALOX12B,,"ALOX12B normally functions as Catalyzes the regio and stereo-specific incorporation of a single molecule of dioxygen into free and esterified polyunsaturated fatty acids generating lipid hydroperoxides that can be further reduced to the corresponding hydroxy species (PubMed:23382512). In the skin, acts upstream of ALOXE3 on the lineolate moiety of esterified omega-hydroxyacyl-sphingosine (EOS) ceramides to produce an epoxy-ketone derivative, a crucial step in the conjugation of omega-hydroxyceramide to membrane proteins. Therefore plays a crucial role in the synthesis of corneocytes lipid envelope and the establishment of the skin barrier to water loss. May also play a role in the regulation of the expression of airway mucins (By similarity)"
ALOX15,HeLa cells with ALOX15 knockdown showing high migration (distance) and migration (speed),"ALOX15 normally functions as Non-heme iron-containing dioxygenase that catalyzes the stereo-specific peroxidation of free and esterified polyunsaturated fatty acids generating a spectrum of bioactive lipid mediators. It inserts peroxyl groups at C12 or C15 of arachidonate ((5Z,8Z,11Z,14Z)-eicosatetraenoate) producing both 12-hydroperoxyeicosatetraenoate/12-HPETE and 15-hydroperoxyeicosatetraenoate/15-HPETE (By similarity). It may then act on 12-HPETE to produce hepoxilins, which may show pro-inflammatory properties (By similarity). Can also peroxidize linoleate ((9Z,12Z)-octadecadienoate) to 13-hydroperoxyoctadecadienoate. May participate in the sequential oxidations of DHA ((4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate) to generate specialized pro-resolving mediators (SPMs)like resolvin D5 ((7S,17S)-diHPDHA) and (7S,14S)-diHPDHA, that actively down-regulate the immune response and have anti-aggregation properties with platelets. Can convert epoxy fatty acids to hydroperoxy-epoxides derivatives followed by an intramolecular nucleophilic substitution leading to the formation of monocyclic endoperoxides (By similarity). Plays an important role during the maintenance of self-tolerance by peroxidizing membrane-bound phosphatidylethanolamine which can then signal the sorting process for clearance of apoptotic cells during inflammation and prevent an autoimmune response. In addition to its role in the immune and inflammatory responses, this enzyme may play a role in epithelial wound healing in the cornea through production of lipoxin A4 (LXA(4)) and docosahexaenoic acid-derived neuroprotectin D1 (NPD1; 10R,17S-HDHA), both lipid autacoids exhibit anti-inflammatory and neuroprotective properties. Furthermore, it may regulate actin polymerization which is crucial for several biological processes such as the phagocytosis of apoptotic cells. It is also implicated in the generation of endogenous ligands for peroxisome proliferator activated receptor (PPAR-gamma), hence modulating macrophage development and function. It may also exert a negative effect on skeletal development by regulating bone mass through this pathway. As well as participates in ER stress and downstream inflammation in adipocytes, pancreatic islets, and liver (By similarity). Finally, it is also involved in the cellular response to IL13/interleukin-13 (By similarity)"
ALOX5AP,HeLa cells with ALOX5AP knockdown showing high migration (distance),"ALOX5AP normally functions as Required for leukotriene biosynthesis by ALOX5 (5-lipoxygenase). Anchors ALOX5 to the membrane. Binds arachidonic acid, and could play an essential role in the transfer of arachidonic acid to ALOX5. Binds to MK-886, a compound that blocks the biosynthesis of leukotrienes (By similarity)"
ALPI,,ALPI normally functions as Alkaline phosphatase that can hydrolyze various phosphate compounds
ALPL,HeLa cells with ALPL knockdown showing high migration (distance),"ALPL normally functions as Alkaline phosphatase that metabolizes various phosphate compounds and plays a key role in skeletal mineralization and adaptive thermogenesis. Has broad substrate specificity and can hydrolyze a considerable variety of compounds: however, only a few substrates, such as diphosphate (inorganic pyrophosphate; PPi), pyridoxal 5'-phosphate (PLP) and N-phosphocreatine are natural substrates. Plays an essential role in skeletal and dental mineralization via its ability to hydrolyze extracellular diphosphate, a potent mineralization inhibitor, to phosphate: it thereby promotes hydroxyapatite crystal formation and increases inorganic phosphate concentration. Acts in a non-redundant manner with PHOSPHO1 in skeletal mineralization: while PHOSPHO1 mediates the initiation of hydroxyapatite crystallization in the matrix vesicles (MVs), ALPL/TNAP catalyzes the spread of hydroxyapatite crystallization in the extracellular matrix. Also promotes dephosphorylation of osteopontin (SSP1), an inhibitor of hydroxyapatite crystallization in its phosphorylated state; it is however unclear whether ALPL/TNAP mediates SSP1 dephosphorylation via a direct or indirect manner. Catalyzes dephosphorylation of PLP to pyridoxal (PL), the transportable form of vitamin B6, in order to provide a sufficient amount of PLP in the brain, an essential cofactor for enzymes catalyzing the synthesis of diverse neurotransmitters. Additionally, also able to mediate ATP degradation in a stepwise manner to adenosine, thereby regulating the availability of ligands for purinergic receptors (By similarity). Also capable of dephosphorylating microbial products, such as lipopolysaccharides (LPS) as well as other phosphorylated small-molecules, such as poly-inosine:cytosine (poly I:C) (By similarity). Acts as a key regulator of adaptive thermogenesis as part of the futile creatine cycle: localizes to the mitochondria of thermogenic fat cells and acts by mediating hydrolysis of N-phosphocreatine to initiate a futile cycle of creatine dephosphorylation and phosphorylation. During the futile creatine cycle, creatine and N-phosphocreatine are in a futile cycle, which dissipates the high energy charge of N-phosphocreatine as heat without performing any mechanical or chemical work (By similarity)"
